,block_tract,points,Population,Area,AllRaces,Black,Households,NonfamilyHouseholds,RelNonrel,Nonrelatives,AllRaceCounts,MixedRace,OccupiedHousing,RentedHouseholds
168,0610038.003,"[[-73.989429, 40.726188], [-73.98987, 40.725581999999996], [-73.991794, 40.726391], [-73.991548, 40.727089], [-73.99128499999999, 40.727762], [-73.988984, 40.726791999999996], [-73.989429, 40.726188]]",1393,         31466,1450,139,1393,737,785,152,1393,53,785,741
169,0610038.006,"[[-73.988119, 40.727986], [-73.985753, 40.726988], [-73.986176, 40.726409], [-73.988539, 40.727402], [-73.988119, 40.727986]]",852,         16836,883,96,852,520,484,110,852,27,484,470
170,0610039.003,"[[-74.010527, 40.718114], [-74.010693, 40.71747], [-74.010834, 40.716924999999996], [-74.01096799999999, 40.716302999999996], [-74.012894, 40.717189999999995], [-74.012441, 40.719058], [-74.010401, 40.718802], [-74.010527, 40.718114]]",851,         43614,873,77,851,357,461,57,851,21,461,451
171,0610040.001,"[[-73.987489, 40.731685999999996], [-73.988153, 40.731964999999995], [-73.98768299999999, 40.732603999999995], [-73.98718, 40.733292], [-73.98494099999999, 40.732347], [-73.985444, 40.731657999999996], [-73.98590899999999, 40.731018999999996], [-73.987489, 40.731685999999996]]",1925,         36498,1983,56,1925,1348,1107,350,1925,54,1107,943
172,0610040.004,"[[-73.984448, 40.728781], [-73.984875, 40.728193999999995], [-73.987239, 40.729192], [-73.986812, 40.729779], [-73.984448, 40.728781]]",800,         17016,825,24,800,573,515,119,800,25,515,477
173,0610041.002,"[[-73.996984, 40.716541], [-73.996327, 40.717596], [-73.996008, 40.718115], [-73.995699, 40.718776999999996], [-73.99526, 40.719867], [-73.994378, 40.719519], [-73.994422, 40.719392], [-73.99480799999999, 40.718457], [-73.996078, 40.716196], [-73.996984, 40.716541]]",1030,         32880,1048,8,1030,240,448,40,1030,18,448,392
174,0610041.006,"[[-73.995464, 40.721619], [-73.995752, 40.720893], [-73.99602999999999, 40.720181], [-73.996836, 40.720504999999996], [-73.997349, 40.720704999999995], [-73.997655, 40.720836], [-73.997399, 40.721449], [-73.997123, 40.722301], [-73.996268, 40.721952], [-73.995464, 40.721619]]",1323,         25614,1401,35,1323,447,502,116,1323,67,502,461
175,0610043.002,"[[-73.994706, 40.721308], [-73.995464, 40.721619], [-73.99490899999999, 40.723036], [-73.994153, 40.722722999999995], [-73.993259, 40.722353], [-73.993523, 40.721632], [-73.99379499999999, 40.720937], [-73.994706, 40.721308]]",1088,         25621,1122,65,1088,404,545,77,1088,32,545,484
176,0610044.001,"[[-73.97861, 40.732416], [-73.979511, 40.732993], [-73.980711, 40.733813], [-73.98027499999999, 40.73441], [-73.97986399999999, 40.734975], [-73.979254, 40.734685], [-73.977722, 40.734041], [-73.97792299999999, 40.733700999999996], [-73.977969, 40.733471], [-73.977916, 40.733109], [-73.978307, 40.732365], [-73.97861, 40.732416]]",2298,         39851,2370,74,2298,1205,1174,322,2298,62,1174,1173
177,0610045.001,"[[-73.99798, 40.722663], [-73.997123, 40.722301], [-73.997399, 40.721449], [-73.997655, 40.720836], [-73.998524, 40.719786], [-73.999234, 40.718913], [-73.999956, 40.718016999999996], [-74.00053199999999, 40.71843], [-74.00188399999999, 40.719398], [-73.999853, 40.721792], [-73.998812, 40.723020999999996], [-73.99798, 40.722663]]",1136,        104946,1167,16,1136,389,516,105,1136,29,516,260
178,0610048.001,"[[-73.983122, 40.734846], [-73.985361, 40.73579], [-73.984934, 40.736376], [-73.98269499999999, 40.735431], [-73.983122, 40.734846]]",1137,         16070,1154,29,1137,562,699,78,1137,14,699,251
179,0610048.004,"[[-73.986679, 40.733978], [-73.985242, 40.733371999999996], [-73.98444099999999, 40.733033], [-73.98494099999999, 40.732347], [-73.98718, 40.733292], [-73.986679, 40.733978]]",1505,         18850,1567,68,1505,774,735,139,1505,56,735,480
180,0610049.001,"[[-74.001127, 40.724166], [-74.001933, 40.724551999999996], [-74.00089799999999, 40.725773], [-73.999916, 40.726935], [-73.99761, 40.725797], [-73.99677199999999, 40.725432], [-73.997785, 40.724235], [-73.998812, 40.723020999999996], [-73.999853, 40.721792], [-74.002174, 40.72293], [-74.001127, 40.724166]]",2121,        136617,2172,52,2121,732,1031,177,2121,48,1031,432
181,0610050.002,"[[-73.986961, 40.736464999999995], [-73.987387, 40.735879], [-73.98904499999999, 40.736546], [-73.98857799999999, 40.737147], [-73.988159, 40.737732], [-73.986535, 40.737049999999996], [-73.984934, 40.736376], [-73.985361, 40.73579], [-73.986961, 40.736464999999995]]",674,         35042,689,10,674,383,412,78,674,13,412,312
182,0610050.005,"[[-73.986961, 40.736464999999995], [-73.985361, 40.73579], [-73.985787, 40.735205], [-73.98621299999999, 40.734618], [-73.98781699999999, 40.735292], [-73.987387, 40.735879], [-73.986961, 40.736464999999995]]",1264,         23010,1273,25,1264,832,891,108,1264,9,891,648
183,0610054.002,"[[-73.996337, 40.738043999999995], [-73.995874, 40.738686], [-73.992654, 40.73733], [-73.99311999999999, 40.736691], [-73.996337, 40.738043999999995]]",1179,         25238,1212,34,1179,649,734,112,1179,29,734,231
184,0610055.012,"[[-73.997886, 40.72931], [-73.995593, 40.728193999999995], [-73.996659, 40.726931], [-73.998955, 40.728068], [-73.997886, 40.72931]]",1760,         38165,1852,100,1760,660,971,107,1760,71,971,968
185,0610056.001,"[[-73.984078, 40.743325999999996], [-73.984529, 40.742708], [-73.985879, 40.740853], [-73.98636599999999, 40.740187], [-73.98808799999999, 40.740916999999996], [-73.987529, 40.741527999999995], [-73.986597, 40.742771999999995], [-73.988194, 40.743451], [-73.987298, 40.744682], [-73.98569599999999, 40.744008], [-73.984078, 40.743325999999996]]",1382,         87054,1437,301,1382,760,833,83,1382,50,833,552
186,0610056.003,"[[-73.99007, 40.74088], [-73.98684899999999, 40.739522], [-73.987302, 40.738903], [-73.989582, 40.739864999999995], [-73.990518, 40.740262], [-73.99007, 40.74088]]",936,         24407,960,22,936,629,579,137,936,23,579,435
187,0610059.001,"[[-73.993814, 40.732731], [-73.994297, 40.732164999999995], [-73.994789, 40.731595999999996], [-73.99635099999999, 40.732254999999995], [-73.995914, 40.732847], [-73.99548899999999, 40.733436999999995], [-73.993814, 40.732731]]",1225,         23457,1239,9,1225,537,747,73,1225,14,747,156
188,0610059.004,"[[-73.994297, 40.732164999999995], [-73.99192099999999, 40.731165999999995], [-73.992407, 40.730591], [-73.99325, 40.730945], [-73.994789, 40.731595999999996], [-73.994297, 40.732164999999995]]",777,         17391,794,4,777,343,454,57,777,16,454,96
189,0610060.002,"[[-73.97698299999999, 40.73373], [-73.977722, 40.734041], [-73.979254, 40.734685], [-73.97986399999999, 40.734975], [-73.979439, 40.735589999999995], [-73.978971, 40.736176], [-73.976779, 40.734868], [-73.976478, 40.734522], [-73.977042, 40.734244], [-73.97698299999999, 40.73373]]",1725,         33373,1764,51,1725,652,896,138,1725,37,896,895
190,0610061.002,"[[-73.991281, 40.732445999999996], [-73.99146, 40.731738], [-73.993814, 40.732731], [-73.99332199999999, 40.733304], [-73.992792, 40.733922], [-73.991114, 40.733214], [-73.991281, 40.732445999999996]]",1569,         30764,1635,57,1569,584,628,109,1569,57,628,251
191,0610063.001,"[[-73.993617, 40.736005], [-73.994118, 40.735313], [-73.994585, 40.734671999999996], [-73.997805, 40.736032], [-73.99734099999999, 40.736668], [-73.99683999999999, 40.737361], [-73.993617, 40.736005]]",1931,         52528,1994,66,1931,826,1041,143,1931,57,1041,388
192,0610064.001,"[[-73.983147, 40.738831999999995], [-73.982665, 40.739497], [-73.980418, 40.73855], [-73.98090499999999, 40.737885999999996], [-73.981392, 40.737221999999996], [-73.983632, 40.738164999999995], [-73.983147, 40.738831999999995]]",1930,         36586,1966,46,1930,1008,999,233,1930,34,999,571
193,0610064.002,"[[-73.981392, 40.737221999999996], [-73.981841, 40.736602], [-73.982267, 40.736019999999996], [-73.98450799999999, 40.736962], [-73.984082, 40.737545999999995], [-73.983632, 40.738164999999995], [-73.981392, 40.737221999999996]]",1526,         33021,1570,36,1526,1061,974,218,1526,42,974,716
194,0610064.003,"[[-73.982267, 40.736019999999996], [-73.98269499999999, 40.735431], [-73.984934, 40.736376], [-73.98450799999999, 40.736962], [-73.982267, 40.736019999999996]]",691,         16129,699,8,691,399,467,50,691,8,467,464
195,0610064.004,"[[-73.982267, 40.736019999999996], [-73.981841, 40.736602], [-73.981392, 40.737221999999996], [-73.978971, 40.736176], [-73.979439, 40.735589999999995], [-73.97986399999999, 40.734975], [-73.98027499999999, 40.73441], [-73.98269499999999, 40.735431], [-73.982267, 40.736019999999996]]",1378,         52780,1431,73,1378,955,860,222,1378,51,860,832
196,0610064.005,"[[-73.98090499999999, 40.737885999999996], [-73.97852499999999, 40.736858], [-73.978971, 40.736176], [-73.981392, 40.737221999999996], [-73.98090499999999, 40.737885999999996]]",1587,         19692,1636,46,1587,1030,1012,188,1587,49,1012,660
197,0610064.006,"[[-73.980418, 40.73855], [-73.97805199999999, 40.737553999999996], [-73.97852499999999, 40.736858], [-73.98090499999999, 40.737885999999996], [-73.980418, 40.73855]]",978,         19692,1038,169,978,385,561,44,978,49,561,211
198,0610065.002,"[[-74.00119, 40.729168], [-74.00049899999999, 40.729988], [-74.001684, 40.730581], [-74.001413, 40.731065], [-74.00012199999999, 40.730432], [-73.99936699999999, 40.730058], [-74.000435, 40.728794], [-74.00119, 40.729168]]",1108,         19978,1147,27,1108,660,603,116,1108,37,603,595
199,0610065.003,"[[-74.001684, 40.730581], [-74.00049899999999, 40.729988], [-74.00119, 40.729168], [-74.000435, 40.728794], [-74.00139, 40.72766], [-74.002149, 40.728035999999996], [-74.002808, 40.728365], [-74.002139, 40.729796], [-74.001684, 40.730581]]",1069,         36024,1090,13,1069,721,714,142,1069,21,714,602
200,0610066.001,"[[-73.98040999999999, 40.742587], [-73.978168, 40.741642999999996], [-73.978616, 40.741026], [-73.980859, 40.741969999999995], [-73.98040999999999, 40.742587]]",1181,         16946,1210,30,1181,814,752,199,1181,27,752,573
201,0610066.004,"[[-73.979518, 40.739784], [-73.979967, 40.739168], [-73.98221099999999, 40.740114999999996], [-73.981762, 40.740733], [-73.979518, 40.739784]]",1257,         16983,1288,43,1257,840,850,149,1257,29,850,588
202,0610066.007,"[[-73.977148, 40.738796], [-73.977603, 40.738172], [-73.979967, 40.739168], [-73.979518, 40.739784], [-73.977148, 40.738796]]",1573,         17975,1674,381,1573,243,466,42,1573,92,466,461
203,0610067.002,"[[-74.002808, 40.728365], [-74.00312799999999, 40.728394], [-74.005314, 40.728604999999995], [-74.005269, 40.728853], [-74.005224, 40.729334], [-74.005138, 40.729518999999996], [-74.003956, 40.729856999999996], [-74.00246899999999, 40.730323999999996], [-74.001684, 40.730581], [-74.002139, 40.729796], [-74.002808, 40.728365]]",1487,         40364,1539,53,1487,984,960,211,1487,45,960,762
204,0610068.001,"[[-73.983362, 40.741408], [-73.983812, 40.74079], [-73.984261, 40.740172], [-73.985879, 40.740853], [-73.984529, 40.742708], [-73.984078, 40.743325999999996], [-73.982462, 40.742644999999996], [-73.982912, 40.742025999999996], [-73.983362, 40.741408]]",1209,         48991,1242,75,1209,748,672,168,1209,33,672,534
205,0610068.004,"[[-73.984749, 40.739506], [-73.984261, 40.740172], [-73.982665, 40.739497], [-73.983147, 40.738831999999995], [-73.983632, 40.738164999999995], [-73.985232, 40.738839999999996], [-73.984749, 40.739506]]",2215,         26121,2322,248,2215,660,650,61,2215,94,650,647
206,0610070.001,"[[-73.978607, 40.745058], [-73.978121, 40.745726], [-73.975881, 40.744779], [-73.976348, 40.744091999999995], [-73.97675799999999, 40.743472], [-73.979058, 40.744444], [-73.978607, 40.745058]]",2396,         35670,2446,77,2396,1584,1441,373,2396,45,1441,1346
207,0610070.003,"[[-73.978168, 40.741642999999996], [-73.98040999999999, 40.742587], [-73.979959, 40.743204999999996], [-73.977673, 40.742259], [-73.975343, 40.741274], [-73.9758, 40.740643999999996], [-73.978168, 40.741642999999996]]",1725,         35449,1797,129,1725,1167,1101,240,1725,67,1101,946
208,0610070.006,"[[-73.975881, 40.744779], [-73.973512, 40.743781999999996], [-73.974015, 40.743095], [-73.976348, 40.744091999999995], [-73.975881, 40.744779]]",1466,         19712,1496,33,1466,1119,896,310,1466,26,896,894
209,0610071.004,"[[-74.00109499999999, 40.736564], [-73.999973, 40.734688], [-73.999653, 40.734069999999996], [-74.001205, 40.733843], [-74.001389, 40.734483], [-74.00157399999999, 40.735127999999996], [-74.001693, 40.735534], [-74.00177, 40.735762], [-74.001948, 40.736413999999996], [-74.00109499999999, 40.736564]]",1422,         30790,1459,23,1422,971,931,190,1422,34,931,770
210,0610072.002,"[[-73.982727, 40.745180999999995], [-73.981833, 40.746417], [-73.98136099999999, 40.747144999999996], [-73.97972399999999, 40.746401999999996], [-73.980209, 40.745734], [-73.981109, 40.744498], [-73.982727, 40.745180999999995]]",1105,         38401,1125,17,1105,775,634,183,1105,19,634,491
211,0610072.005,"[[-73.978607, 40.745058], [-73.979058, 40.744444], [-73.979508, 40.743825], [-73.981109, 40.744498], [-73.980209, 40.745734], [-73.978607, 40.745058]]",1759,         24222,1782,15,1759,1258,1022,381,1759,23,1022,882
212,0610073.002,"[[-74.004277, 40.733391], [-74.005866, 40.733146999999995], [-74.006407, 40.733053999999996], [-74.006294, 40.733742], [-74.004561, 40.73401], [-74.004277, 40.733391]]",707,         12009,723,11,707,560,514,105,707,16,514,500
213,0610073.005,"[[-74.00352699999999, 40.736177999999995], [-74.003342, 40.735538999999996], [-74.003154, 40.734896], [-74.00474799999999, 40.73466], [-74.004932, 40.735304], [-74.00512599999999, 40.735960999999996], [-74.00352699999999, 40.736177999999995]]",742,         20115,768,11,742,409,466,69,742,25,466,335
214,0610075.002,"[[-74.00698, 40.735002], [-74.008436, 40.734791], [-74.010015, 40.734579], [-74.00993799999999, 40.735306], [-74.00988199999999, 40.735999], [-74.00832199999999, 40.736188], [-74.006621, 40.736432], [-74.006799, 40.735723], [-74.00698, 40.735002]]",1621,         40870,1664,50,1621,791,934,173,1621,40,934,460
215,0610076.002,"[[-73.98594899999999, 40.746536], [-73.98639299999999, 40.745920999999996], [-73.986846, 40.745301], [-73.987298, 40.744682], [-73.990518, 40.746038], [-73.989617, 40.747277], [-73.989166, 40.747895], [-73.98594899999999, 40.746536]]",613,         73280,640,18,613,283,352,50,613,26,352,261
216,0610077.004,"[[-74.003714, 40.736838999999996], [-74.00352699999999, 40.736177999999995], [-74.00512599999999, 40.735960999999996], [-74.00596, 40.735845], [-74.005854, 40.736534], [-74.005797, 40.736920999999995], [-74.005539, 40.736916], [-74.00483, 40.737548], [-74.004175, 40.738133999999995], [-74.003861, 40.738395], [-74.003874, 40.738139], [-74.003866, 40.737544], [-74.003714, 40.736838999999996]]",1180,         31144,1214,17,1180,701,727,143,1180,32,727,481
217,0610078.003,"[[-73.975394, 40.745442], [-73.97679, 40.746036], [-73.976322, 40.746638], [-73.974936, 40.746078], [-73.975394, 40.745442]]",698,         10581,709,19,698,561,506,102,698,10,506,423
218,0610078.006,"[[-73.974496, 40.746682], [-73.97404399999999, 40.747296], [-73.971679, 40.746297], [-73.972122, 40.745685], [-73.972576, 40.745067999999996], [-73.974936, 40.746078], [-73.974811, 40.746261], [-73.974496, 40.746682]]",1732,         35759,1799,80,1732,634,963,95,1732,64,963,577
219,0610079.002,"[[-74.009698, 40.738157], [-74.00815399999999, 40.738141999999996], [-74.008254, 40.736961], [-74.00832199999999, 40.736188], [-74.00988199999999, 40.735999], [-74.009785, 40.736968], [-74.009698, 40.738157]]",1195,         29666,1262,69,1195,533,713,85,1195,58,713,598
220,0610080.001,"[[-73.974935, 40.7501], [-73.975383, 40.749483], [-73.975835, 40.748863], [-73.976288, 40.748245], [-73.977888, 40.748920999999996], [-73.976986, 40.750157], [-73.97604799999999, 40.751441], [-73.97444899999999, 40.750766], [-73.974935, 40.7501]]",904,         49487,916,14,904,592,599,108,904,12,599,438
221,0610080.004,"[[-73.97673499999999, 40.747628], [-73.977188, 40.747009999999996], [-73.978788, 40.747684], [-73.978338, 40.748303], [-73.977888, 40.748920999999996], [-73.976288, 40.748245], [-73.976354, 40.748154], [-73.97673499999999, 40.747628]]",1351,         24261,1377,21,1351,634,762,109,1351,24,762,405
222,0610081.003,"[[-73.996337, 40.738043999999995], [-73.999185, 40.739242999999995], [-73.998713, 40.739881], [-73.995874, 40.738686], [-73.996337, 40.738043999999995]]",922,         22328,958,37,922,503,568,82,922,33,568,405
223,0610081.005,"[[-74.00201899999999, 40.740444], [-74.001555, 40.74108], [-73.998713, 40.739881], [-73.999185, 40.739242999999995], [-74.00201899999999, 40.740444]]",1519,         22224,1601,74,1519,1065,988,226,1519,68,988,913
224,0610082.003,"[[-73.982473, 40.748432], [-73.984076, 40.749102], [-73.983621, 40.749724], [-73.982024, 40.74905], [-73.980404, 40.748366], [-73.980853, 40.747751], [-73.982473, 40.748432]]",1126,         24393,1153,82,1126,572,704,89,1126,26,704,639
225,0610084.001,"[[-73.981822, 40.752196999999995], [-73.98504299999999, 40.753554], [-73.984118, 40.754842], [-73.980888, 40.753481], [-73.981822, 40.752196999999995]]",1,         50755,1,1,1,0,0,0,1,0,0,0
226,0610086.033,"[[-73.963026, 40.753406999999996], [-73.964347, 40.753935], [-73.965696, 40.754504999999995], [-73.96524, 40.75513], [-73.96252199999999, 40.753968], [-73.963026, 40.753406999999996]]",896,         20279,911,7,896,391,548,46,896,13,548,134
227,0610087.002,"[[-73.997434, 40.741642], [-74.000275, 40.742839], [-73.999848, 40.743424999999995], [-73.997007, 40.742228], [-73.997434, 40.741642]]",1010,         20407,1047,69,1010,615,668,98,1010,35,668,459
228,0610087.005,"[[-73.999422, 40.744009], [-73.99658, 40.742810999999996], [-73.997007, 40.742228], [-73.999848, 40.743424999999995], [-73.999422, 40.744009]]",912,         20341,942,29,912,593,589,119,912,29,589,491
229,0610088.003,"[[-73.97093699999999, 40.748407], [-73.97139299999999, 40.747772], [-73.97228299999999, 40.748177999999996], [-73.973141, 40.748537999999996], [-73.972692, 40.749157], [-73.97093699999999, 40.748407]]",1191,         13387,1227,39,1191,582,755,69,1191,35,755,219
230,0610088.006,"[[-73.972692, 40.749157], [-73.972203, 40.749823], [-73.970412, 40.749072], [-73.969833, 40.748825], [-73.970365, 40.748176], [-73.97093699999999, 40.748407], [-73.972692, 40.749157]]",1086,         19365,1102,29,1086,745,842,49,1086,16,842,397
231,0610089.002,"[[-74.00311599999999, 40.744035], [-74.002691, 40.744622], [-73.999848, 40.743424999999995], [-74.000275, 40.742839], [-74.000703, 40.742253999999996], [-74.003542, 40.743448], [-74.00311599999999, 40.744035]]",1391,         40809,1456,95,1391,730,751,151,1391,62,751,548
232,0610089.005,"[[-73.999422, 40.744009], [-74.002265, 40.745207], [-74.001812, 40.745826], [-73.998972, 40.74463], [-73.999422, 40.744009]]",1191,         21592,1237,54,1191,764,738,171,1191,41,738,493
233,0610090.004,"[[-73.966616, 40.753243999999995], [-73.967012, 40.752597], [-73.969431, 40.753623999999995], [-73.96897799999999, 40.754251], [-73.966616, 40.753243999999995]]",1401,         18328,1420,47,1401,831,944,129,1401,17,944,499
234,0610090.006,"[[-73.97213599999999, 40.753943], [-73.96991, 40.752964999999996], [-73.97034099999999, 40.752379], [-73.972588, 40.753318], [-73.97213599999999, 40.753943]]",1266,         16668,1308,22,1266,595,756,87,1266,40,756,394
235,0610091.003,"[[-73.995645, 40.744099], [-73.998486, 40.745294], [-73.998009, 40.745951999999996], [-73.995161, 40.744763], [-73.995645, 40.744099]]",935,         23008,962,112,935,737,691,107,935,25,691,547
236,0610093.002,"[[-73.998486, 40.745294], [-73.998972, 40.74463], [-74.001812, 40.745826], [-74.00132599999999, 40.746491999999996], [-74.00110000000001, 40.746801], [-74.00084799999999, 40.747147], [-73.998009, 40.745951999999996], [-73.998486, 40.745294]]",1362,         39885,1392,36,1362,827,861,163,1362,29,861,357
237,0610093.005,"[[-74.003236, 40.748974], [-74.000399, 40.747766999999996], [-74.00084799999999, 40.747147], [-74.00368399999999, 40.748355], [-74.003236, 40.748974]]",892,         21561,918,33,892,615,565,133,892,25,565,421
238,0610095.001,"[[-73.993359, 40.747234999999996], [-73.992463, 40.748469], [-73.989617, 40.747277], [-73.990518, 40.746038], [-73.991419, 40.744802], [-73.99426199999999, 40.746004], [-73.993359, 40.747234999999996]]",1234,         86080,1281,39,1234,660,647,169,1234,45,647,438
239,0610097.001,"[[-73.99903499999999, 40.749638], [-73.998594, 40.750240999999995], [-73.995749, 40.749052], [-73.996196, 40.748439999999995], [-73.99709899999999, 40.747205], [-73.997918, 40.747549], [-73.997332, 40.748363], [-73.997226, 40.748788], [-73.996853, 40.748968], [-73.99732999999999, 40.74934], [-73.99903499999999, 40.749638]]",2311,         37956,2407,392,2311,770,1115,75,2311,91,1115,239
240,0610098.003,"[[-73.968065, 40.755503999999995], [-73.96852, 40.754877], [-73.96897799999999, 40.754251], [-73.971217, 40.755193], [-73.97031299999999, 40.756453], [-73.968065, 40.755503999999995]]",1059,         34481,1078,17,1059,676,631,136,1059,18,631,391
242,0610137.006,"[[-73.98052799999999, 40.764844], [-73.97768599999999, 40.763645], [-73.978601, 40.762395999999995], [-73.981434, 40.763594], [-73.98052799999999, 40.764844]]",1235,43504,1265,27,1235,596,726,99,1235,30,726,542
243,0610139.003,"[[-73.989964, 40.767188], [-73.989505, 40.767815999999996], [-73.989051, 40.76844], [-73.986204, 40.767243], [-73.986659, 40.766616], [-73.987122, 40.765989], [-73.989964, 40.767188]]",1352,43718,1413,91,1352,858,860,168,1352,51,860,734
244,0610139.006,"[[-73.983367, 40.766045], [-73.986204, 40.767243], [-73.985716, 40.767918], [-73.982877, 40.766715], [-73.983367, 40.766045]]",1146,23387,1165,19,1146,633,770,83,1146,19,770,423
245,0610145.002,"[[-73.985218, 40.768595], [-73.988063, 40.769791], [-73.98761499999999, 40.770415], [-73.984769, 40.769217999999995], [-73.985218, 40.768595]]",1238,21665,1276,118,1238,502,688,84,1238,32,688,686
246,0610149.004,"[[-73.98303299999999, 40.771761999999995], [-73.98259, 40.772345], [-73.979652, 40.771156], [-73.98011199999999, 40.770528999999996], [-73.982159, 40.771394], [-73.98303299999999, 40.771761999999995]]",1129,22163,1154,29,1129,490,690,53,1129,24,690,542
247,0610151.002,"[[-73.988626, 40.774116], [-73.985792, 40.772904], [-73.986238, 40.772299], [-73.986695, 40.771668], [-73.98953999999999, 40.772866], [-73.988626, 40.774116]]",1940,43272,2051,897,1940,282,801,45,1940,101,801,800
248,0610317.031,"[[-74.014057, 40.71772], [-74.014999, 40.718123999999996], [-74.01576899999999, 40.717670999999996], [-74.016198, 40.714766999999995], [-74.01375399999999, 40.71369], [-74.014262, 40.710927999999996], [-74.01578599999999, 40.711569], [-74.016868, 40.711932], [-74.016508, 40.713224], [-74.01736799999999, 40.713378], [-74.01814399999999, 40.714290999999996], [-74.016864, 40.719611], [-74.013046, 40.719086], [-74.012441, 40.719058], [-74.012894, 40.717189999999995], [-74.014057, 40.71772]]",3570,197930,3692,134,3570,1461,1867,323,3570,111,1867,1865
249,0610317.032,"[[-74.014057, 40.71772], [-74.012894, 40.717189999999995], [-74.013234, 40.715655999999996], [-74.01375399999999, 40.71369], [-74.016198, 40.714766999999995], [-74.01576899999999, 40.717670999999996], [-74.014999, 40.718123999999996], [-74.014057, 40.71772]]",4139,105347,4304,108,4139,1143,1905,258,4139,158,1905,1781
251,0610317.041,"[[-74.018253, 40.710485], [-74.01886499999999, 40.710567], [-74.01858899999999, 40.712201], [-74.017788, 40.712044], [-74.016868, 40.711932], [-74.01578599999999, 40.711569], [-74.014262, 40.710927999999996], [-74.014668, 40.709832], [-74.01491299999999, 40.709886], [-74.01638, 40.710082], [-74.01763, 40.710395], [-74.018253, 40.710485]]",1100,63063,1139,51,1100,369,565,74,1100,37,565,316
252,0610317.042,"[[-74.018253, 40.710485], [-74.01763, 40.710395], [-74.01638, 40.710082], [-74.01676499999999, 40.709333], [-74.017398, 40.708456999999996], [-74.018194, 40.708731], [-74.019126, 40.709027], [-74.018917, 40.710263], [-74.01886499999999, 40.710567], [-74.018253, 40.710485]]",1284,35818,1326,40,1284,453,707,71,1284,39,707,337
253,0610317.043,"[[-74.014668, 40.709832], [-74.015177, 40.708484999999996], [-74.015496, 40.707699], [-74.017398, 40.708456999999996], [-74.01676499999999, 40.709333], [-74.01638, 40.710082], [-74.01491299999999, 40.709886], [-74.014668, 40.709832]]",431,36013,437,25,431,183,242,31,431,6,242,141
255,0810007.004,"[[-73.952134, 40.740893], [-73.9569, 40.741789999999995], [-73.955969, 40.744563], [-73.955741, 40.745250999999996], [-73.95100099999999, 40.744337], [-73.94876099999999, 40.743902999999996], [-73.94923, 40.742523], [-73.949928, 40.740443], [-73.952134, 40.740893]]",2047,240526,2136,91,2047,884,1070,235,2047,84,1070,664
256,0810025.003,"[[-73.94243, 40.753997999999996], [-73.944019, 40.75481], [-73.94282199999999, 40.756059], [-73.941239, 40.755234], [-73.94243, 40.753997999999996]]",1245,27587,1300,665,1245,211,534,49,1245,53,534,532
257,0810033.002,"[[-73.93612999999999, 40.751723999999996], [-73.936801, 40.751005], [-73.938333, 40.751819999999995], [-73.94243, 40.753997999999996], [-73.941239, 40.755234], [-73.93717, 40.753079], [-73.936402, 40.752672], [-73.935614, 40.752282], [-73.93612999999999, 40.751723999999996]]",429,98893,461,25,429,82,130,34,429,30,130,107
258,0810085.002,"[[-73.945814, 40.757799], [-73.944167, 40.759308], [-73.94245599999999, 40.758683], [-73.940862, 40.758111], [-73.93910000000001, 40.757494], [-73.941239, 40.755234], [-73.94282199999999, 40.756059], [-73.94435, 40.756875], [-73.945814, 40.757799]]",332,126114,339,40,332,38,83,24,332,7,83,77
259,0470049.001,"[[-73.99654799999999, 40.690104], [-73.99687399999999, 40.689433], [-73.997562, 40.688], [-73.99907, 40.688497999999996], [-73.998742, 40.689177], [-73.997793, 40.691188], [-73.996233, 40.690757999999995], [-73.99654799999999, 40.690104]]",922,         44629,947,196,922,174,228,43,922,24,228,170
260,0470449.001,"[[-73.94012, 40.716359], [-73.940231, 40.717090999999996], [-73.936549, 40.717211], [-73.93633899999999, 40.716778999999995], [-73.935613, 40.715191], [-73.938696, 40.715323], [-73.93901699999999, 40.716065], [-73.940022, 40.715813], [-73.94012, 40.716359]]",436,         65810,454,172,436,28,79,15,436,16,79,62
261,0470127.001,"[[-73.982855, 40.682148999999995], [-73.982423, 40.682783], [-73.984375, 40.683543], [-73.983953, 40.684182], [-73.981993, 40.683417999999996], [-73.97960499999999, 40.682489], [-73.980034, 40.681854], [-73.980463, 40.681221], [-73.982855, 40.682148999999995]]",1152,         50697,1224,321,1152,558,503,174,1152,61,503,394
262,0470127.002,"[[-73.985231, 40.68228], [-73.983276, 40.681523], [-73.982855, 40.682148999999995], [-73.980463, 40.681221], [-73.98089399999999, 40.680586999999996], [-73.981324, 40.679952], [-73.98175499999999, 40.679317], [-73.984139, 40.680246], [-73.986104, 40.681008999999996], [-73.985231, 40.68228]]",972,         83537,1035,306,972,284,422,79,972,58,422,415
263,0470129.011,"[[-73.979165, 40.683125], [-73.978743, 40.68376], [-73.978337, 40.684394999999995], [-73.978026, 40.684864], [-73.977457, 40.684052], [-73.975929, 40.683505], [-73.976209, 40.68273], [-73.976317, 40.682508999999996], [-73.976596, 40.68212], [-73.977023, 40.681486], [-73.97960499999999, 40.682489], [-73.979165, 40.683125]]",758,         59988,803,99,758,243,297,86,758,39,297,208
